Mean Intensity,Duration,Label
0.35,2,0
0.065,2,0
2.08,1,0
1.218,5,0
0.5925,4,0
0.305,2,0
1.825238095,21,0
0.03,1,0
0.01,1,0
0.05,1,0
4.781428571,7,0
2.927142857,7,0
0.623333333,3,0
0.31,1,0
1.165,2,0
0.01,1,0
4.573,10,0
1.691818182,11,0
0.173333333,3,0
0.09,1,0
0.28,1,0
0.065,2,0
0.525,2,0
0.45,2,0
0.08,1,0
1.696666667,3,0
2.77,1,0
0.13,3,0
0.496666667,3,0
0.79,1,0
0.63,2,0
0.17,1,0
0.03,1,0
0.185,2,0
0.66,1,0
1.1825,4,0
0.8575,4,0
0.54,2,0
3.902553191,47,0
4.102631579,19,0
1.378461538,13,0
0.49,1,0
1.3925,4,0
0.31,1,0
0.985,10,0
1.524444444,9,0
1.378571429,7,0
1.295,2,0
0.31,3,0
0.39,2,0
1.253333333,3,0
0.32,2,0
0.788571429,7,0
5.383018868,53,0
2.604444444,18,0
2.858,10,0
0.3275,4,0
0.47,2,0
0.578,5,0
0.456666667,3,0
0.04,1,0
0.15,1,0
0.22,3,0
0.1,2,0
0.185,2,0
0.73,1,0
0.25,2,0
0.51,1,0
0.93,3,0
0.605,2,0
0.16,1,0
1.23,1,0
0.845,2,0
1.31,5,0
1.04,1,0
0.43,3,0
1.736666667,3,0
0.41,1,0
1.73,2,0
0.15,1,0
0.765,4,0
2.72,2,0
0.26,1,0
0.1,2,0
0.13,1,0
0.738571429,7,0
0.42,3,0
0.48,2,0
0.15,1,0
0.06,1,0
3.082307692,13,0
0.09,1,0
3.263333333,18,1
3.887142857,21,1
